Date,Sale_ID,Offer_ID,Offer_description,Product_ID,Product_category,Quantity_sold,Sales,Cost_Price,Profit,Customer_ID,Region,Day_of_the_week,Season
10/25/2023,2507,5002,10% off,P093,Furniture,4,785.04,641.28,143.76,C604,West,Monday,Autumn
07/28/2023,2508,5001,Buy 1 Get 1,P064,Clothing,6,2091,1886.58,204.42,C520,West,Friday,Autumn
11/27/2023,2509,5001,Buy 1 Get 1,P069,Clothing,6,2460.42,2214.12,246.3,C282,East,Saturday,Winter
02/27/2023,2510,5003,30% off,P001,Groceries,9,1098.72,391.41,707.31,C482,West,Tuesday,Summer
02/03/23,2511,5001,Buy 1 Get 1,P013,Furniture,6,1163.16,900.12,263.04,C654,South,Tuesday,Spring
04/29/2023,2512,5001,Buy 1 Get 1,P065,Groceries,6,2278.68,2075.22,203.46,C785,West,Monday,Autumn
11/09/23,2513,5000,Free Shipping,P087,Clothing,6,454.5,226.38,228.12,C161,South,Sunday,Winter
03/29/2023,2514,5000,Free Shipping,P085,Clothing,6,3223.86,2836.68,387.18,C980,West,Saturday,Winter
05/18/2023,2515,5001,Buy 1 Get 1,P061,Groceries,6,2415.72,2034.12,381.6,C149,East,Wednesday,Autumn
06/11/23,2516,5001,Buy 1 Get 1,P055,Toys,7,1049.51,752.57,296.94,C781,West,Monday,Winter
01/29/2023,2517,5001,Buy 1 Get 1,P083,Clothing,8,3112,3023.68,88.32,C786,East,Monday,Summer
04/17/2023,2518,5001,Buy 1 Get 1,P048,Electronics,6,1047.06,876.9,170.16,C438,West,Wednesday,Summer
04/21/2023,2519,5000,Free Shipping,P057,Groceries,2,639.5,443.38,196.12,C077,South,Tuesday,Autumn
09/03/23,2520,5003,30% off,P006,Furniture,8,763.44,344.64,418.8,C256,East,Friday,Winter
01/31/2023,2521,5002,10% off,P082,Groceries,5,974.95,489.45,485.5,C551,East,Thursday,Autumn
02/26/2023,2522,5005,20% off,P096,Electronics,6,638.88,393.12,245.76,C794,West,Sunday,Summer
03/19/2023,2523,5001,Buy 1 Get 1,P074,Clothing,9,3980.79,3344.04,636.75,C091,West,Tuesday,Autumn
10/21/2023,2524,5001,Buy 1 Get 1,P072,Toys,5,1262.25,1085.7,176.55,C707,North,Tuesday,Spring
12/25/2023,2525,5001,Buy 1 Get 1,P099,Furniture,4,927.96,819.32,108.64,C189,East,Thursday,Summer
08/24/2023,2526,5001,Buy 1 Get 1,P026,Groceries,5,797.15,553.05,244.1,C619,North,Tuesday,Spring
11/25/2023,2527,5003,30% off,P051,Furniture,1,171.04,141.58,29.46,C852,North,Friday,Autumn
01/09/23,2528,5003,30% off,P005,Toys,6,2572.2,1990.86,581.34,C810,West,Wednesday,Autumn
11/21/2023,2529,5002,10% off,P073,Electronics,9,2829.6,2752.02,77.58,C800,North,Friday,Summer
09/20/2023,2530,5000,Free Shipping,P060,Toys,4,568.92,188.16,380.76,C770,North,Sunday,Winter
05/22/2023,2531,5003,30% off,P095,Clothing,6,994.68,934.02,60.66,C075,South,Saturday,Autumn
08/21/2023,2532,5003,30% off,P003,Furniture,10,3662.7,3035.3,627.4,C301,North,Friday,Winter
01/10/23,2533,5005,20% off,P042,Furniture,3,1065.72,983.31,82.41,C266,South,Friday,Autumn
09/30/2023,2534,5005,20% off,P099,Toys,6,683.64,104.4,579.24,C915,South,Tuesday,Summer
04/16/2023,2535,5005,20% off,P013,Electronics,9,1807.83,1196.46,611.37,C617,North,Sunday,Summer
10/04/23,2536,5002,10% off,P042,Groceries,4,1670.56,1425,245.56,C674,South,Tuesday,Autumn
03/25/2023,2537,5001,Buy 1 Get 1,P030,Clothing,6,1146.96,979.92,167.04,C028,South,Thursday,Spring
07/12/23,2538,5003,30% off,P096,Clothing,7,2727.2,2120.02,607.18,C051,West,Thursday,Winter
04/12/23,2539,5003,30% off,P076,Electronics,2,970.76,947.8,22.96,C993,South,Friday,Spring
03/25/2023,2540,5002,10% off,P063,Toys,6,1082.4,515.22,567.18,C768,East,Thursday,Summer
04/18/2023,2541,5000,Free Shipping,P047,Furniture,5,2296.6,1854.5,442.1,C521,North,Thursday,Spring
01/04/23,2542,5003,30% off,P052,Electronics,6,1010.76,655.74,355.02,C370,East,Sunday,Spring
08/11/23,2543,5005,20% off,P090,Electronics,7,2953.23,2474.92,478.31,C897,West,Monday,Autumn
11/28/2023,2544,5002,10% off,P019,Clothing,3,637.53,629.97,7.56,C579,North,Tuesday,Summer
03/13/2023,2545,5002,10% off,P008,Toys,4,1286.76,1182.52,104.24,C888,East,Wednesday,Winter
03/22/2023,2546,5005,20% off,P023,Toys,3,979.26,691.86,287.4,C760,South,Wednesday,Spring
03/25/2023,2547,5003,30% off,P027,Groceries,7,2027.69,1438.71,588.98,C641,East,Sunday,Autumn
11/15/2023,2548,5002,10% off,P004,Groceries,1,169.95,102.38,67.57,C911,West,Monday,Summer
07/28/2023,2549,5000,Free Shipping,P049,Toys,9,4498.38,4398.57,99.81,C174,South,Monday,Spring
06/28/2023,2550,5002,10% off,P054,Electronics,2,116,28.16,87.84,C992,West,Thursday,Winter
10/02/23,2551,5005,20% off,P078,Electronics,5,652.4,276.95,375.45,C488,West,Wednesday,Summer
06/15/2023,2552,5001,Buy 1 Get 1,P079,Electronics,8,4016.8,3665.04,351.76,C505,South,Tuesday,Summer
09/21/2023,2553,5005,20% off,P029,Electronics,2,361.56,273.54,88.02,C735,West,Wednesday,Spring
05/08/23,2554,5001,Buy 1 Get 1,P024,Groceries,6,2198.34,2186.94,11.4,C728,West,Saturday,Autumn
03/09/23,2555,5003,30% off,P048,Clothing,10,3605.5,2988.3,617.2,C755,North,Saturday,Winter
11/20/2023,2556,5005,20% off,P024,Electronics,3,1042.29,967.41,74.88,C650,North,Sunday,Summer
03/24/2023,2557,5001,Buy 1 Get 1,P002,Toys,8,2959.52,2879.12,80.4,C496,East,Tuesday,Winter
08/20/2023,2558,5003,30% off,P080,Groceries,9,1759.59,968.76,790.83,C451,North,Saturday,Autumn
12/02/23,2559,5001,Buy 1 Get 1,P044,Clothing,5,1871.65,1859.85,11.8,C350,West,Sunday,Winter
12/06/23,2560,5001,Buy 1 Get 1,P098,Toys,5,769.65,658.5,111.15,C065,East,Thursday,Spring
10/06/23,2561,5002,10% off,P030,Furniture,2,336.42,285.4,51.02,C124,East,Tuesday,Autumn
06/07/23,2562,5003,30% off,P071,Electronics,9,783.72,365.76,417.96,C187,West,Sunday,Summer
03/14/2023,2563,5002,10% off,P026,Groceries,9,3870.99,3321.36,549.63,C616,South,Friday,Spring
09/30/2023,2564,5000,Free Shipping,P030,Toys,3,1046.22,1019.13,27.09,C384,South,Monday,Summer
11/22/2023,2565,5005,20% off,P097,Clothing,9,5042.16,4286.07,756.09,C965,West,Sunday,Summer
05/23/2023,2566,5003,30% off,P038,Furniture,9,4382.73,3640.41,742.32,C996,West,Thursday,Winter
06/14/2023,2567,5001,Buy 1 Get 1,P001,Electronics,5,2609.55,2335.15,274.4,C726,East,Tuesday,Spring
01/31/2023,2568,5005,20% off,P019,Furniture,3,510.6,324.42,186.18,C783,South,Thursday,Summer
11/27/2023,2569,5003,30% off,P076,Clothing,4,1792.24,1496.04,296.2,C855,East,Monday,Summer
05/22/2023,2570,5003,30% off,P016,Toys,3,819.87,796.53,23.34,C211,West,Tuesday,Autumn
06/17/2023,2571,5002,10% off,P067,Groceries,9,2556.09,1726.65,829.44,C106,West,Tuesday,Winter
06/02/23,2572,5000,Free Shipping,P096,Toys,8,2805.36,2371.04,434.32,C158,North,Sunday,Autumn
05/20/2023,2573,5003,30% off,P033,Electronics,8,1433.76,1133.92,299.84,C437,South,Saturday,Winter
05/30/2023,2574,5000,Free Shipping,P014,Electronics,10,5157,4487.2,669.8,C983,East,Tuesday,Winter
12/26/2023,2575,5003,30% off,P008,Electronics,5,2209,1979.1,229.9,C863,East,Wednesday,Autumn
08/03/23,2576,5001,Buy 1 Get 1,P011,Electronics,2,688.82,637.64,51.18,C731,West,Tuesday,Winter
04/24/2023,2577,5003,30% off,P086,Groceries,2,798.02,711.36,86.66,C800,West,Friday,Winter
11/07/23,2578,5003,30% off,P006,Toys,2,584.26,453.7,130.56,C605,North,Friday,Spring
03/02/23,2579,5001,Buy 1 Get 1,P075,Toys,7,3332.84,3281.46,51.38,C835,West,Saturday,Spring
06/27/2023,2580,5003,30% off,P074,Toys,1,444.07,414.12,29.95,C963,West,Sunday,Winter
12/09/23,2581,5005,20% off,P073,Clothing,1,230.69,227.52,3.17,C646,East,Monday,Autumn
07/31/2023,2582,5003,30% off,P033,Groceries,6,1249.62,945.06,304.56,C361,South,Wednesday,Winter
01/25/2023,2583,5003,30% off,P090,Groceries,3,261.45,112.59,148.86,C215,East,Saturday,Winter
06/28/2023,2584,5003,30% off,P012,Groceries,6,2854.26,2785.68,68.58,C632,South,Wednesday,Autumn
02/21/2023,2585,5003,30% off,P041,Toys,8,3409.12,3076.64,332.48,C655,South,Sunday,Winter
04/14/2023,2586,5003,30% off,P045,Groceries,8,2862.4,2648.32,214.08,C918,East,Sunday,Summer
03/28/2023,2587,5002,10% off,P015,Clothing,10,1050.4,881.5,168.9,C318,East,Sunday,Summer
07/23/2023,2588,5002,10% off,P026,Electronics,2,127.84,89.08,38.76,C729,West,Sunday,Autumn
03/16/2023,2589,5000,Free Shipping,P046,Furniture,3,1271.28,1006.41,264.87,C944,West,Monday,Autumn
11/11/23,2590,5002,10% off,P042,Clothing,8,3822,3271.36,550.64,C846,North,Tuesday,Summer
12/08/23,2591,5002,10% off,P064,Clothing,4,374.96,256.44,118.52,C252,South,Thursday,Summer
03/16/2023,2592,5001,Buy 1 Get 1,P032,Electronics,10,1875.6,1618.1,257.5,C495,West,Thursday,Summer
07/31/2023,2593,5000,Free Shipping,P075,Furniture,10,3163.7,2623.5,540.2,C910,West,Saturday,Autumn
12/28/2023,2594,5001,Buy 1 Get 1,P056,Groceries,6,1325.4,1109.22,216.18,C922,South,Wednesday,Autumn
02/09/23,2595,5001,Buy 1 Get 1,P090,Clothing,9,4456.17,3743.91,712.26,C593,South,Monday,Winter
10/02/23,2596,5002,10% off,P078,Clothing,6,1513.74,964.92,548.82,C735,South,Thursday,Autumn
10/22/2023,2597,5003,30% off,P080,Furniture,8,4081.84,3815.04,266.8,C606,West,Monday,Summer
01/12/23,2598,5003,30% off,P072,Electronics,6,1408.38,1102.02,306.36,C489,South,Monday,Autumn
02/03/23,2599,5000,Free Shipping,P033,Electronics,10,5589.1,4711.5,877.6,C503,West,Saturday,Summer
07/22/2023,2600,5003,30% off,P040,Toys,5,500.7,301.3,199.4,C339,South,Friday,Winter
03/15/2023,2601,5000,Free Shipping,P041,Electronics,10,3319.6,2811.5,508.1,C055,East,Friday,Spring
02/06/23,2602,5002,10% off,P068,Furniture,3,573.03,314.97,258.06,C751,South,Tuesday,Summer
04/03/23,2603,5003,30% off,P094,Electronics,6,2553.9,2050.2,503.7,C092,North,Thursday,Winter
07/28/2023,2604,5003,30% off,P018,Groceries,3,1517.64,1292.37,225.27,C099,East,Wednesday,Summer
12/29/2023,2605,5001,Buy 1 Get 1,P064,Electronics,3,859.95,675.63,184.32,C267,West,Tuesday,Summer
06/29/2023,2606,5001,Buy 1 Get 1,P058,Electronics,9,1406.43,797.22,609.21,C264,North,Friday,Spring
10/13/2023,2607,5001,Buy 1 Get 1,P013,Clothing,1,167.53,97.83,69.7,C987,North,Monday,Autumn
07/16/2023,2608,5002,10% off,P073,Toys,6,810.84,735,75.84,C880,North,Tuesday,Summer
11/22/2023,2609,5003,30% off,P024,Toys,4,368.76,363.96,4.8,C1000,East,Monday,Summer
11/04/23,2610,5000,Free Shipping,P023,Furniture,3,1307.07,1086.54,220.53,C520,South,Sunday,Winter
01/16/2023,2611,5002,10% off,P069,Electronics,5,1396.45,1311.6,84.85,C958,East,Monday,Autumn
12/16/2023,2612,5000,Free Shipping,P067,Clothing,2,107.66,101.88,5.78,C510,South,Friday,Summer
11/10/23,2613,5003,30% off,P085,Toys,7,1262.87,638.54,624.33,C803,West,Monday,Spring
06/23/2023,2614,5001,Buy 1 Get 1,P019,Clothing,8,1315.36,1026.8,288.56,C193,West,Monday,Autumn
01/31/2023,2615,5000,Free Shipping,P013,Toys,2,169.26,123.24,46.02,C680,East,Friday,Winter
10/07/23,2616,5001,Buy 1 Get 1,P042,Clothing,8,2604.72,2115.36,489.36,C782,South,Wednesday,Winter
07/26/2023,2617,5003,30% off,P011,Furniture,1,136.94,130.22,6.72,C504,North,Wednesday,Winter
11/09/23,2618,5001,Buy 1 Get 1,P064,Groceries,1,225.8,201.61,24.19,C541,North,Tuesday,Spring
06/07/23,2619,5000,Free Shipping,P070,Clothing,6,1281.66,705.48,576.18,C757,North,Friday,Spring
01/25/2023,2620,5003,30% off,P025,Groceries,9,3313.08,2807.91,505.17,C054,West,Saturday,Summer
09/18/2023,2621,5002,10% off,P028,Electronics,8,2057.6,1709.84,347.76,C973,South,Tuesday,Autumn
02/07/23,2622,5003,30% off,P027,Toys,10,3449.9,2750.4,699.5,C016,North,Thursday,Summer
12/19/2023,2623,5001,Buy 1 Get 1,P001,Clothing,6,2232.3,2124.3,108,C182,West,Sunday,Summer
07/10/23,2624,5002,10% off,P020,Clothing,10,2968.4,2550.6,417.8,C253,East,Thursday,Autumn
04/15/2023,2625,5003,30% off,P089,Electronics,7,3500.49,3055.92,444.57,C844,West,Thursday,Autumn
04/08/23,2626,5001,Buy 1 Get 1,P077,Electronics,7,1983.45,1896.51,86.94,C043,West,Tuesday,Summer
02/06/23,2627,5002,10% off,P021,Furniture,2,638.72,613.52,25.2,C188,East,Tuesday,Autumn
12/15/2023,2628,5001,Buy 1 Get 1,P069,Groceries,5,951.85,876.15,75.7,C877,East,Monday,Spring
07/22/2023,2629,5002,10% off,P072,Furniture,4,1482.16,1396.48,85.68,C131,North,Thursday,Winter
02/25/2023,2630,5005,20% off,P005,Furniture,3,875.04,606.03,269.01,C086,North,Tuesday,Winter
11/12/23,2631,5003,30% off,P095,Clothing,8,1291.12,880.96,410.16,C612,North,Saturday,Summer
04/18/2023,2632,5002,10% off,P073,Electronics,3,654.69,646.32,8.37,C350,East,Tuesday,Autumn
08/25/2023,2633,5002,10% off,P051,Furniture,3,1218.87,1195.35,23.52,C970,East,Friday,Spring
04/26/2023,2634,5005,20% off,P043,Furniture,1,298.89,242.38,56.51,C893,West,Monday,Summer
11/05/23,2635,5001,Buy 1 Get 1,P072,Clothing,3,1161.3,953.79,207.51,C561,East,Monday,Spring
12/17/2023,2636,5003,30% off,P067,Toys,1,136.09,134.1,1.99,C634,South,Saturday,Autumn
07/09/23,2637,5005,20% off,P014,Clothing,1,418.52,364.49,54.03,C391,North,Friday,Spring
07/18/2023,2638,5002,10% off,P029,Electronics,10,5020.2,4197,823.2,C559,North,Monday,Winter
10/20/2023,2639,5001,Buy 1 Get 1,P088,Toys,7,3305.75,2962.61,343.14,C461,South,Saturday,Winter
11/10/23,2640,5001,Buy 1 Get 1,P082,Furniture,8,2022.72,1387.84,634.88,C942,South,Thursday,Autumn
04/25/2023,2641,5001,Buy 1 Get 1,P082,Clothing,7,1752.03,1617.91,134.12,C264,South,Wednesday,Spring
08/10/23,2642,5005,20% off,P006,Furniture,7,3621.17,3002.58,618.59,C728,South,Thursday,Summer
11/17/2023,2643,5005,20% off,P052,Furniture,7,1728.86,1669.43,59.43,C472,West,Thursday,Winter
08/26/2023,2644,5001,Buy 1 Get 1,P042,Furniture,3,841.74,600.09,241.65,C741,South,Tuesday,Summer
12/31/2023,2645,5000,Free Shipping,P025,Toys,6,2838.06,2711.22,126.84,C922,West,Friday,Winter
07/11/23,2646,5005,20% off,P051,Clothing,8,1045.44,342.56,702.88,C112,West,Wednesday,Winter
01/27/2023,2647,5005,20% off,P044,Toys,3,766.32,602.43,163.89,C676,West,Friday,Winter
04/03/23,2648,5002,10% off,P089,Clothing,7,3443.58,3390.45,53.13,C582,South,Wednesday,Summer
11/25/2023,2649,5000,Free Shipping,P026,Clothing,7,2352.14,2293.76,58.38,C325,West,Tuesday,Summer
09/07/23,2650,5000,Free Shipping,P098,Toys,9,2471.04,1745.82,725.22,C753,North,Saturday,Spring
02/03/23,2651,5002,10% off,P002,Electronics,6,1932.72,1334.4,598.32,C874,North,Wednesday,Autumn
04/14/2023,2652,5005,20% off,P040,Electronics,6,1900.44,1703.64,196.8,C639,East,Friday,Winter
09/01/23,2653,5005,20% off,P038,Groceries,2,307.1,235.7,71.4,C822,South,Tuesday,Summer
08/01/23,2654,5000,Free Shipping,P080,Furniture,3,601.02,577.62,23.4,C576,West,Saturday,Autumn
12/20/2023,2655,5002,10% off,P085,Clothing,8,1904.4,1528.72,375.68,C100,North,Tuesday,Winter
08/31/2023,2656,5003,30% off,P022,Electronics,10,4301.6,3641.4,660.2,C705,East,Thursday,Summer
08/18/2023,2657,5003,30% off,P086,Toys,6,2154.78,2143.8,10.98,C907,East,Monday,Autumn
02/05/23,2658,5005,20% off,P080,Groceries,7,1282.19,816.62,465.57,C939,South,Monday,Summer
11/21/2023,2659,5001,Buy 1 Get 1,P092,Electronics,6,1492.08,1482.9,9.18,C618,West,Monday,Winter
03/28/2023,2660,5001,Buy 1 Get 1,P025,Toys,5,2408.55,2021,387.55,C533,North,Thursday,Autumn
03/27/2023,2661,5005,20% off,P090,Groceries,5,1431.55,1393.65,37.9,C460,West,Wednesday,Spring
05/20/2023,2662,5002,10% off,P043,Toys,1,444.38,385.59,58.79,C134,North,Saturday,Spring
06/04/23,2663,5005,20% off,P061,Furniture,7,3280.06,2752.12,527.94,C037,East,Saturday,Winter
06/21/2023,2664,5000,Free Shipping,P055,Furniture,6,2734.5,2420.82,313.68,C136,East,Saturday,Autumn
10/10/23,2665,5003,30% off,P037,Groceries,2,292.4,157.52,134.88,C936,West,Saturday,Spring
12/08/23,2666,5000,Free Shipping,P015,Electronics,3,1165.53,942.09,223.44,C826,North,Tuesday,Spring
04/01/23,2667,5002,10% off,P020,Toys,4,454.16,372.96,81.2,C798,North,Sunday,Spring
01/05/23,2668,5001,Buy 1 Get 1,P080,Electronics,3,1564.65,1338.9,225.75,C597,West,Saturday,Autumn
12/07/23,2669,5000,Free Shipping,P016,Electronics,3,1593.42,1365.09,228.33,C205,North,Tuesday,Spring
02/16/2023,2670,5003,30% off,P088,Clothing,4,1473.48,1210.44,263.04,C052,North,Thursday,Autumn
11/17/2023,2671,5005,20% off,P061,Clothing,8,4031.76,3565.36,466.4,C620,South,Thursday,Autumn
12/13/2023,2672,5002,10% off,P057,Clothing,9,3027.24,2878.83,148.41,C007,North,Tuesday,Summer
05/15/2023,2673,5000,Free Shipping,P074,Clothing,2,628.28,484.44,143.84,C720,North,Tuesday,Summer
06/14/2023,2674,5005,20% off,P051,Toys,5,818.9,713.8,105.1,C616,West,Friday,Autumn
04/22/2023,2675,5001,Buy 1 Get 1,P045,Clothing,9,1698.21,1474.02,224.19,C008,East,Wednesday,Summer
02/03/23,2676,5002,10% off,P064,Groceries,1,158.37,115.31,43.06,C635,West,Monday,Winter
01/07/23,2677,5001,Buy 1 Get 1,P076,Groceries,10,5060.4,4548.4,512,C695,North,Friday,Autumn
06/13/2023,2678,5001,Buy 1 Get 1,P096,Furniture,6,664.2,612.48,51.72,C512,East,Sunday,Winter
06/10/23,2679,5005,20% off,P030,Toys,3,1170.06,1053.36,116.7,C044,East,Thursday,Winter
08/25/2023,2680,5003,30% off,P060,Furniture,8,3831.92,3301.6,530.32,C157,South,Saturday,Winter
08/03/23,2681,5005,20% off,P041,Furniture,3,1284.24,1200.48,83.76,C410,East,Monday,Winter
12/05/23,2682,5005,20% off,P076,Clothing,4,1505.6,1397.04,108.56,C098,North,Thursday,Winter
03/18/2023,2683,5001,Buy 1 Get 1,P026,Electronics,8,4273.12,3761.12,512,C402,South,Wednesday,Autumn
04/27/2023,2684,5003,30% off,P078,Furniture,7,1376.83,1183.07,193.76,C446,South,Thursday,Spring
06/30/2023,2685,5002,10% off,P042,Furniture,10,1733.2,1035.5,697.7,C297,South,Tuesday,Winter
04/21/2023,2686,5003,30% off,P002,Groceries,3,531.33,351.51,179.82,C347,East,Saturday,Winter
11/10/23,2687,5000,Free Shipping,P017,Toys,5,1031,698.35,332.65,C350,East,Sunday,Summer
07/09/23,2688,5003,30% off,P009,Electronics,8,3898.72,3274.56,624.16,C379,West,Tuesday,Summer
06/17/2023,2689,5001,Buy 1 Get 1,P082,Furniture,5,2012,1914.1,97.9,C569,East,Friday,Autumn
12/24/2023,2690,5005,20% off,P042,Toys,4,494.04,213.24,280.8,C726,South,Sunday,Summer
09/08/23,2691,5003,30% off,P003,Groceries,9,2108.61,1714.41,394.2,C902,North,Thursday,Summer
11/16/2023,2692,5002,10% off,P068,Furniture,8,415.68,202.08,213.6,C618,East,Monday,Winter
07/19/2023,2693,5001,Buy 1 Get 1,P092,Clothing,6,687.24,159,528.24,C869,North,Thursday,Summer
04/25/2023,2694,5001,Buy 1 Get 1,P046,Toys,8,1483.52,1034.08,449.44,C576,South,Sunday,Autumn
06/13/2023,2695,5001,Buy 1 Get 1,P078,Toys,4,384.48,116.4,268.08,C844,South,Friday,Spring
06/01/23,2696,5005,20% off,P068,Toys,5,1290.85,841.4,449.45,C255,West,Thursday,Spring
06/02/23,2697,5005,20% off,P019,Groceries,1,478.38,445.18,33.2,C030,West,Monday,Autumn
08/27/2023,2698,5003,30% off,P081,Furniture,9,4959.81,4063.23,896.58,C161,West,Sunday,Autumn
02/25/2023,2699,5003,30% off,P036,Clothing,10,4990.9,4144.5,846.4,C465,East,Tuesday,Summer
06/15/2023,2700,5002,10% off,P007,Groceries,9,1710.9,1188.09,522.81,C489,East,Tuesday,Autumn
07/12/23,2701,5002,10% off,P081,Furniture,6,320.16,257.76,62.4,C406,South,Wednesday,Spring
11/26/2023,2702,5001,Buy 1 Get 1,P073,Toys,1,532.8,499.46,33.34,C905,North,Saturday,Summer
09/12/23,2703,5002,10% off,P018,Clothing,2,914.94,753.22,161.72,C536,South,Saturday,Summer
02/17/2023,2704,5001,Buy 1 Get 1,P044,Electronics,7,3711.4,3013.01,698.39,C352,North,Thursday,Winter
10/07/23,2705,5000,Free Shipping,P054,Furniture,3,399.96,384.99,14.97,C562,North,Sunday,Summer
08/18/2023,2706,5002,10% off,P098,Groceries,4,901.44,845.92,55.52,C246,North,Saturday,Spring
01/27/2023,2707,5003,30% off,P006,Electronics,4,230.68,83.96,146.72,C777,South,Tuesday,Summer
09/14/2023,2708,5001,Buy 1 Get 1,P050,Furniture,1,451.08,394.03,57.05,C523,East,Thursday,Spring
12/09/23,2709,5000,Free Shipping,P009,Electronics,4,916.16,653.04,263.12,C604,North,Tuesday,Summer
10/26/2023,2710,5002,10% off,P045,Electronics,10,1261.1,1236.9,24.2,C903,East,Friday,Summer
07/23/2023,2711,5005,20% off,P069,Electronics,10,4472.8,3845.3,627.5,C289,East,Friday,Autumn
09/19/2023,2712,5005,20% off,P026,Toys,5,1941.9,1917.65,24.25,C343,South,Wednesday,Autumn
07/21/2023,2713,5001,Buy 1 Get 1,P058,Electronics,8,3860.16,3361.52,498.64,C618,West,Tuesday,Summer
02/27/2023,2714,5003,30% off,P014,Clothing,4,1395.6,1144.24,251.36,C778,East,Sunday,Summer
10/31/2023,2715,5001,Buy 1 Get 1,P060,Electronics,4,1970.72,1734.28,236.44,C581,East,Tuesday,Spring
06/08/23,2716,5005,20% off,P024,Groceries,4,1575,1178.68,396.32,C512,West,Saturday,Autumn
08/23/2023,2717,5000,Free Shipping,P097,Clothing,8,3404.72,3046.4,358.32,C492,East,Sunday,Summer
02/09/23,2718,5002,10% off,P001,Electronics,10,3961.5,3566.2,395.3,C052,North,Wednesday,Spring
06/05/23,2719,5003,30% off,P094,Toys,3,546.72,366.45,180.27,C100,North,Wednesday,Summer
11/27/2023,2720,5003,30% off,P095,Groceries,2,1115.58,929.62,185.96,C287,West,Saturday,Spring
06/02/23,2721,5002,10% off,P039,Clothing,5,1153.85,887.65,266.2,C468,South,Monday,Spring
09/01/23,2722,5002,10% off,P015,Electronics,4,853.08,454.8,398.28,C467,East,Wednesday,Spring
12/26/2023,2723,5003,30% off,P009,Clothing,4,2224.2,1963,261.2,C067,West,Saturday,Winter
01/16/2023,2724,5003,30% off,P056,Furniture,7,3331.65,2829.12,502.53,C180,North,Friday,Spring
12/03/23,2725,5001,Buy 1 Get 1,P091,Groceries,8,2455.44,2405.2,50.24,C208,East,Monday,Autumn
04/07/23,2726,5003,30% off,P001,Electronics,10,3006.3,2328.3,678,C856,West,Friday,Winter
04/29/2023,2727,5001,Buy 1 Get 1,P047,Electronics,10,3799.3,3419.9,379.4,C377,West,Sunday,Winter
10/06/23,2728,5001,Buy 1 Get 1,P085,Groceries,9,4401,4242.87,158.13,C554,South,Wednesday,Autumn
07/28/2023,2729,5000,Free Shipping,P052,Groceries,8,2596.64,2041.44,555.2,C356,East,Tuesday,Winter
12/12/23,2730,5003,30% off,P047,Furniture,2,833.64,703.2,130.44,C617,East,Tuesday,Autumn
07/03/23,2731,5003,30% off,P097,Toys,3,484.05,434.67,49.38,C912,North,Wednesday,Summer
11/03/23,2732,5000,Free Shipping,P081,Clothing,10,3819.4,3216.1,603.3,C143,South,Sunday,Winter
02/11/23,2733,5002,10% off,P065,Toys,1,168.69,97.88,70.81,C533,North,Friday,Spring
05/11/23,2734,5005,20% off,P095,Clothing,6,1800.84,1398.18,402.66,C501,North,Wednesday,Autumn
10/08/23,2735,5000,Free Shipping,P085,Furniture,4,1752.44,1681.24,71.2,C591,East,Saturday,Winter
12/19/2023,2736,5005,20% off,P082,Furniture,3,292.53,58.14,234.39,C855,South,Saturday,Spring
09/16/2023,2737,5003,30% off,P019,Electronics,5,1895.05,1543.75,351.3,C248,West,Wednesday,Summer
10/05/23,2738,5005,20% off,P004,Electronics,1,501.18,420.7,80.48,C303,North,Tuesday,Summer
12/15/2023,2739,5002,10% off,P033,Furniture,2,1069.82,961.7,108.12,C433,East,Saturday,Winter
01/06/23,2740,5001,Buy 1 Get 1,P044,Furniture,6,1740.9,1496.16,244.74,C214,East,Thursday,Winter
11/22/2023,2741,5000,Free Shipping,P006,Furniture,1,143,85.31,57.69,C512,East,Wednesday,Spring
05/11/23,2742,5003,30% off,P097,Toys,2,475.9,291.48,184.42,C433,East,Saturday,Winter
01/14/2023,2743,5002,10% off,P063,Electronics,8,2843.6,2366.08,477.52,C259,North,Monday,Summer
11/20/2023,2744,5003,30% off,P049,Groceries,4,760.24,735.64,24.6,C619,West,Monday,Autumn
06/08/23,2745,5003,30% off,P028,Toys,7,479.22,178.85,300.37,C098,North,Saturday,Summer
10/31/2023,2746,5000,Free Shipping,P057,Electronics,9,1012.68,462.96,549.72,C186,West,Wednesday,Winter
10/02/23,2747,5001,Buy 1 Get 1,P075,Electronics,9,4770.81,3975.12,795.69,C503,South,Thursday,Autumn
03/25/2023,2748,5001,Buy 1 Get 1,P077,Groceries,7,2483.88,2330.51,153.37,C113,South,Sunday,Spring
04/12/23,2749,5003,30% off,P032,Electronics,7,3651.13,3030.09,621.04,C795,South,Sunday,Winter
01/23/2023,2750,5005,20% off,P029,Groceries,10,1803.7,1063.6,740.1,C866,West,Tuesday,Winter
12/25/2023,2751,5002,10% off,P022,Clothing,3,692.55,451.17,241.38,C759,North,Thursday,Winter
07/07/23,2752,5002,10% off,P091,Toys,6,3015.72,2991.9,23.82,C651,North,Thursday,Winter
01/18/2023,2753,5003,30% off,P072,Furniture,2,1024.7,899.42,125.28,C067,North,Wednesday,Autumn
09/01/23,2754,5000,Free Shipping,P032,Clothing,2,1068,973.92,94.08,C025,South,Monday,Summer
12/07/23,2755,5003,30% off,P085,Toys,6,2594.4,2551.32,43.08,C571,East,Thursday,Spring
